ID,Nmut,SumObs,MeanObs,VarObs,MedSVM,MinSVM,MaxSVM,AlphaPurif,AlphaPos,BetaPos,NiterPurif,NiterPos,Nbins,LL_neutral,LL_purif,LL_pos,LRT_null_purif,LRT_purif_pos,p_value_null_purif,p_value_purif_pos,p_value_null_pos,Conclusion
3R:11211577:11212041:tx_tx-GFP_embryonic_1,38,-7.579707999999999,-0.19946599999999998,1.0470948655155263,-0.11985255,-6.9664276,4.653896,1.5564453125000017,1.5424623178070171,1.5742110915530807,15,34,1392,-274.17487128544246,-273.339480260908,-273.33603606562633,1.6707820490689755,0.006888390563290159,0.19615381818326189,0.93385445888559,0.4322136642592863,Neutral model
2L:4332997:4333195:tx_tx-GFP_embryonic_1,15,-6.736947600000001,-0.44912984000000006,1.7379235189469555,-0.264124,-3.8566374,4.710439,0.000195312499999112,3.5910201056022146e-06,2.9841908543708e-05,26,72,588,-98.22418320850272,-97.1236513068803,-97.12363320638138,2.2010638032448355,3.620099784029662e-05,0.1379155307345561,0.9951993757793822,0.3326880542338242,Neutral model
2L:17484222:17484569:tx_tx-GFP_embryonic_1,17,8.1893096,0.48172409411764705,0.5413391905588828,-0.239868,-5.803567,3.9387558,1.4394531250000013,4.937681537702215,1.708076402913845,14,52,1023,-119.97434832440936,-119.72190260814223,-113.89945413979513,0.504891432534265,11.64489693669421,0.4773587178196622,0.0006437890081983242,0.002299889536948143,Directional (+)
3R:26536614:26537078:tx_tx-GFP_embryonic_1,8,0.2727312999999999,0.03409141249999999,1.1774002055172335,-0.0868592,-6.4216833,4.9359323,1.115625,1.295623496447163,0.941304148215589,11,33,1185,-55.66338730981163,-55.655801639219035,-55.55942035843958,0.015171341185194365,0.19276256155890792,0.9019708987522623,0.660627238973992,0.9012550821729273,Neutral model
2R:11600880:11601344:tx_tx-GFP_embryonic_1,19,0.3045036000000002,0.016026505263157905,0.5836041835437215,-0.14465489999999998,-7.4847235,4.5850089,2.5820312500000036,2.9871281434877517,2.406631388511687,18,41,1320,-135.76607348016114,-133.53276360085403,-133.1512233460762,4.466619758614229,0.7630805095556639,0.034563304915111996,0.3823662011096859,0.07317875487529533,Neutral model
3R:30061055:30061519:tx_tx-GFP_embryonic_1,35,6.373439600000002,0.18209827428571435,1.5842640345319485,-0.04039725,-8.3467417,4.326163,0.9499023437499999,1.3502730222360468,0.7145643303486272,11,35,1392,-251.66808476917075,-251.66042421108068,-250.30880526518504,0.015321116180132321,2.703237891791275,0.9014906582204392,0.10014467759890984,0.25684576665454567,Neutral model
3R:14053502:14053753:tx_tx-GFP_embryonic_1,7,-2.2498087,-0.32140124285714283,0.6697822217398796,-0.46301475000000003,-3.8185258,3.8093757,2.7423828125000034,2.7274188240580908,2.927568849964656,18,43,732,-45.27171261076149,-44.394679106259076,-44.38119942081015,1.754067009004828,0.02695937089785616,0.18536626852004878,0.8695791404407288,0.4104450624132787,Neutral model
2R:16014630:16015094:tx_tx-GFP_embryonic_1,25,-10.0402548,-0.401610192,1.1587082350953302,-0.3232411,-7.2355455,4.0076957,1.6516601562500015,1.6747583404350617,1.6215641577678999,16,37,1386,-179.93990382089186,-179.23989909981566,-179.2337982434634,1.4000094421523954,0.012201712704495549,0.23672198972052896,0.9120434902075751,0.49356260083280146,Neutral model
X:12719139:12719603:tx_tx-GFP_embryonic_1,22,8.312659600000002,0.3778481636363637,2.1739519666673286,0.03778645,-6.0414507,5.5703482,0.46132812499999953,0.7509580160965423,0.08420287130993315,15,42,1374,-158.68814230915353,-158.27176150596063,-157.47493846683537,0.8327616063858159,1.593646078250515,0.36147519540133344,0.20680598348286336,0.29724343117250035,Neutral model
3R:28888696:28889160:tx_tx-GFP_embryonic_1,30,-7.0881071,-0.23627023666666666,0.9668523828182224,-0.25505335,-5.9240907,5.1707548,1.5387695312500012,1.5933913546746599,1.4765209960360928,15,37,1392,-214.0515124819486,-213.3376639964212,-213.3010433741436,1.427696971054786,0.07324124455521996,0.23214066201788636,0.7866746995097139,0.4721450138711707,Neutral model
2R:24045261:24045457:tx_tx-GFP_embryonic_1,7,-0.30869979999999975,-0.044099971428571395,0.48052052908603066,-0.4604882,-6.072349,3.0850429,2.405664062500003,3.4538858019421195,2.049507972305754,18,46,585,-44.14648010398069,-43.435536498271716,-42.66832214575144,1.4218872114179533,1.534428705040554,0.23309302696887407,0.21544899006674204,0.22805739295240965,Neutral model
2R:24114257:24114482:tx_tx-GFP_embryonic_1,16,-4.712874299999999,-0.29455464374999996,1.6436827435037762,-0.27382575,-3.5371025,6.1365827,0.3152343749999994,0.3200165390312138,0.2738675082186679,16,37,672,-101.41849815697684,-100.90616992580779,-100.90366638327387,1.0246564623381005,0.005007085067830985,0.31141702384942166,0.9435881629824017,0.5976011183858795,Neutral model
3R:21108143:21108607:tx_tx-GFP_embryonic_1,48,-14.408290699999998,-0.30017272291666663,1.8756489188091356,-0.2265286,-4.5255248,4.513622,0.35058593749999944,0.3570415739300157,0.3388251674369686,16,37,1269,-338.7350651923712,-337.13605916138886,-337.1347382814356,3.1980120619647323,0.002641759906509833,0.07372783754359154,0.9590083357843032,0.20183052660230083,Neutral model
3R:28585264:28585728:tx_tx-GFP_embryonic_1,5,1.8575540999999998,0.37151081999999996,0.9869032255506257,-0.2409382,-5.1083821,3.2786591,0.02978515624999914,1.4409058486597623,1.1342882030665859e-05,19,46,1233,-34.91868951509055,-34.650342709186205,-33.75565934581264,0.5366936118086869,1.789366726747133,0.4638062403485691,0.18100334000427995,0.3125377024391037,Neutral model
2R:14481964:14482150:tx_tx-GFP_embryonic_1,13,-0.22617700000000082,-0.017398230769230832,1.9715922925507559,-0.35742085,-5.0217274,2.98676,0.5010742187499996,0.806611045636368,0.013253582842212404,15,45,546,-79.8428775900524,-79.57675973950991,-78.86227424663761,0.5322357010849714,1.4289709857445985,0.4656684380322469,0.23193244756916126,0.3750847256686636,Neutral model
3L:5654538:5655002:tx_tx-GFP_embryonic_1,10,2.6598489,0.26598489000000003,0.6934610851388129,-0.3258617,-3.4341677,4.101211,1.424804687500001,2.898850497498107,1.1593949396773553,14,45,1281,-70.0763655663232,-69.94439761652626,-67.95543535998608,0.2639358995938892,3.977924513080353,0.6074289419503718,0.04610033397394041,0.11992002624457566,Neutral model
3L:18640578:18640848:tx_tx-GFP_embryonic_1,13,-0.8328466,-0.06406512307692308,1.6099232418173135,-0.1731004,-3.9779848,3.0664135,0.29843749999999936,0.5783455238528601,0.18493193810130323,16,39,603,-80.80740668916447,-80.39649408903844,-80.22277390672933,0.8218252002520501,0.3474403646182225,0.3646470601176661,0.5555656661684454,0.55731047843723,Neutral model
3L:1583923:1584387:tx_tx-GFP_embryonic_1,47,3.6998654000000006,0.07872054042553193,1.5858007082284207,-0.13019995,-4.8151651,4.9404291,0.8621093749999998,1.1236940296489633,0.6122351295680832,12,33,1236,-331.65406362568757,-331.5763933774888,-330.3687211530309,0.15534049639757086,2.415344448915789,0.6934831529871384,0.12015153903877943,0.2765558545936034,Neutral model
3L:6605855:6606319:tx_tx-GFP_embryonic_1,30,6.1810198000000005,0.20603399333333336,0.7759681570897854,-0.2466086,-4.3063292,5.0221359,1.4552734375000012,2.2813110064569146,1.138871176587553,15,46,1389,-218.06835521041225,-217.62847517276995,-214.58548918047364,0.8797600752845938,6.085971984592618,0.34826740126634126,0.013625938204329672,0.030719242477611913,Neutral model
2L:7420563:7421027:tx_tx-GFP_embryonic_1,28,-0.4769205999999994,-0.01703287857142855,1.5444179622021272,-0.26568645,-4.698287,4.483923,0.9708984375,1.3230856147945178,0.792443096350171,11,34,1392,-204.19486780300403,-204.19264706779416,-203.40243692482227,0.004441470419749294,1.5804202859437737,0.9468648318421072,0.20870016508897085,0.4527428937084552,Neutral model
2L:6037757:6038221:tx_tx-GFP_embryonic_1,27,-5.690610699999999,-0.2107633592592592,1.264492840166122,-0.2461589,-5.0298273,3.3436093,1.1744140625000006,1.3334711939863335,1.081512334094651,12,32,1386,-194.0759274113608,-194.00588463082735,-193.83854064408345,0.14008556106688275,0.334687973487803,0.7081959678367049,0.5629115917595683,0.7886861910098687,Neutral model
3L:9435295:9435759:tx_tx-GFP_embryonic_1,30,-0.48567389999999944,-0.016189129999999982,2.2321981911196267,-0.0418405,-6.5391936,3.9238844,0.2562499999999993,0.359165729747246,0.20851235088306008,16,36,1386,-214.77143659118497,-213.74259420488158,-213.68720122167,2.0576847726067626,0.11078596642317962,0.1514401134628166,0.7392510924690578,0.33816025470512673,Neutral model
3R:14738535:14738789:tx_tx-GFP_embryonic_1,19,-3.6133986000000005,-0.19017887368421055,1.1209054786991113,-0.4069165,-4.8638825,6.0167425,1.5665039062500017,1.74598399267115,1.272907743595214,15,38,762,-128.35792659541508,-127.8926211576853,-127.53439552449294,0.9306108754595641,0.7164512663847233,0.334704239771838,0.39731043092189566,0.43887920162125893,Neutral model
4:424694:424925:tx_tx-GFP_embryonic_1,14,7.2939574,0.5209969571428571,0.2547164547476624,-0.35436345,-4.2080429,3.5919198,2.3605468750000034,12.231100812318083,4.735939532720664,18,70,690,-87.98506517962674,-86.67798019786986,-77.73874272583679,2.614169963513774,17.87847494406614,0.10591293091776312,2.354693788915482e-05,3.5487769080560996e-05,Directional (+)
3L:18348488:18348952:tx_tx-GFP_embryonic_1,34,9.5926578,0.28213699411764703,1.0034969346639195,-0.034328449999999996,-8.0472782,7.7498447,1.8418945312500017,2.361587092696656,1.6346313696456793,16,47,1386,-243.845212896916,-242.39763617559305,-241.0947280446431,2.895153442645892,2.6058162618999177,0.0888463154475115,0.10647232418774925,0.06389687315082129,Neutral model
X:11338215:11338679:tx_tx-GFP_embryonic_1,19,5.572915799999999,0.2933113578947368,1.1202804599689677,-0.2557354,-6.4041886,6.775091,1.1981445312500005,1.8742315320013243,0.6903224702912362,12,40,1383,-135.32667416191208,-135.2710723889754,-133.0177271334018,0.11120354587336578,4.506690511147212,0.7387780545502207,0.0337625068397267,0.09936582587479495,Neutral model
3R:5215406:5215624:tx_tx-GFP_embryonic_1,5,2.3711138000000003,0.4742227600000001,0.0501600105244264,-0.22826405,-3.2417392,2.3911077,2.7029296875000037,153.40678554618046,18.216927495030077,18,200,540,-32.478432059387224,-31.895568780693704,-26.34125929760736,1.165726557387039,11.108618966172692,0.28028106097007666,0.0008592745246555018,0.0021610247212845283,Directional (+)
X:18085418:18085882:tx_tx-GFP_embryonic_1,31,-9.199352099999999,-0.29675329354838703,1.3997143190801766,-0.24133285,-8.4697432,3.8377321,1.3102539062500007,1.283192007817171,1.3467579072522196,14,30,1392,-223.06746040041753,-222.83738761660547,-222.82558173631622,0.4601455676241244,0.023611760578489793,0.49755594981961904,0.877876889042931,0.7851514388278467,Neutral model
2L:20922175:20922639:tx_tx-GFP_embryonic_1,14,-0.0008038999999999685,-5.7421428571426324e-05,0.7346567964961246,-0.177473,-7.5011443,3.7275449,1.4774414062500014,1.8171031848932708,1.2168881474257134,15,40,1377,-99.56857164792171,-99.35802464871146,-98.90940466387656,0.42109399842050266,0.8972399696698119,0.5163916645327025,0.3435228563010576,0.5172820592750138,Neutral model
X:16103407:16103871:tx_tx-GFP_embryonic_1,26,4.869607,0.18729257692307694,2.8720220425664227,-0.1856234,-4.3894475,6.1031395,0.000195312499999112,0.40515386612727,1.755668916768593e-07,26,79,1176,-177.6934492122682,-174.98318255895322,-174.59549730351668,5.420533306629977,0.7753705108730742,0.01990128026494294,0.37856075230889785,0.04514156181871114,Neutral model
2R:23547970:23548120:tx_tx-GFP_embryonic_1,10,4.3390536,0.43390535999999996,1.0529014109793045,-0.28325105,-3.8590937,3.8100913,1.1909179687500004,3.0426707539458198,1.0608107281322017,12,45,450,-59.1558897987697,-59.12556754195442,-56.751318766210034,0.06064451363056378,4.748497551488768,0.8054801452435103,0.02932388680080422,0.09030422487458942,Neutral model
2R:10096725:10097189:tx_tx-GFP_embryonic_1,35,2.4585760000000016,0.07024502857142861,0.97503780959685,-0.124699,-5.4493064,4.4527575,1.3916992187500012,1.604487121485561,1.1407934551808634,14,43,1389,-249.9840613066528,-249.5967862446737,-248.9183516851345,0.7745501239581927,1.3568691190783966,0.3788131053772281,0.2440808283979409,0.34448331523903936,Neutral model
2R:22197093:22197557:tx_tx-GFP_embryonic_1,22,4.732353399999999,0.2151069727272727,0.6511583682004429,-0.1932791,-3.4876498,4.669753,1.3750000000000009,2.1890228789578545,1.0655185184308602,14,46,1383,-153.48464871864513,-153.27588846901017,-151.0489069749168,0.4175204992699264,4.453962988186731,0.5181768669682593,0.03482035191938295,0.08753279606004091,Neutral model
2R:10219899:10220251:tx_tx-GFP_embryonic_1,18,-8.041508799999999,-0.44675048888888885,1.0971573045876588,-0.3677051,-6.7387248,3.8799553,1.6050781250000021,1.5946813667764466,1.6381434119113798,15,37,918,-120.91954056070972,-120.47933789858271,-120.47672273455494,0.8804053242540135,0.005230328055546352,0.34809068841811397,0.942346447289119,0.6422241928823065,Neutral model
2L:20889812:20890276:tx_tx-GFP_embryonic_1,22,13.707881799999997,0.6230855363636363,1.8040411223447372,-0.1267586,-8.3880127,5.3645756,0.2971679687499994,1.3050654349648638,2.719738606118201e-08,16,62,1392,-157.68216998473247,-156.8109518743057,-153.81605926918783,1.7424362208535626,5.989785210235709,0.18683043729302556,0.014388954339213052,0.02093965151931734,Neutral model
X:13396461:13396925:tx_tx-GFP_embryonic_1,11,3.445637200000001,0.3132397454545455,2.3624534971410807,-0.3152098,-4.9666744,8.7251152,0.6630859374999996,1.1217471376044479,9.748182594630698e-07,14,67,1269,-79.01119615224543,-78.91057551657252,-77.65466188342167,0.20124127134582181,2.511827266301708,0.6537207875928188,0.11299484516243334,0.25755183740605686,Neutral model
3L:1876239:1876703:tx_tx-GFP_embryonic_1,14,6.8544359,0.4896025642857143,0.5350105911129094,-0.0477511,-8.666522,4.7469913,1.5865234375000017,4.043049672792958,1.7543421805354793,15,52,1389,-98.02673086112566,-97.69855057115304,-94.685154399046,0.6563605799452432,6.026792344214073,0.41784774332299435,0.014090316000356085,0.035381136712944475,Neutral model
2L:14361809:14362273:tx_tx-GFP_embryonic_1,46,1.7606528999999989,0.03827506304347823,2.426161442420633,-0.0845818,-6.5408901,5.3514776,0.6459960937499997,0.7852831060116139,0.4203383592092914,14,42,1281,-327.4774661779788,-326.98898090545515,-326.428354940018,0.9769705450472657,1.1212519308743367,0.32294787597860536,0.289649040491341,0.35024889874715914,Neutral model
2L:9498080:9498544:tx_tx-GFP_embryonic_1,34,-8.004150800000001,-0.23541620000000005,1.291605163188608,-0.30793935,-3.8503597,3.7024059,1.0305664062500002,1.0800396329213975,0.9504724922735477,10,24,1332,-242.537738204052,-242.53514826646224,-242.4792776239026,0.005179875179521787,0.11174128511930803,0.9426247083224353,0.7381703499738941,0.9432154210778019,Neutral model
X:19322170:19322339:tx_tx-GFP_embryonic_1,13,6.5210609,0.5016200692307693,0.6489630162262174,-0.1641535,-10.8490675,4.0754324,1.078515625,3.1980274529785193,0.9058380167576887,11,55,501,-79.74540806833977,-79.73943742181707,-76.0471150577641,0.01194129304539615,7.38464472810594,0.912983404459633,0.006578306286707185,0.024765765308925495,Neutral model
3R:16186676:16187140:tx_tx-GFP_embryonic_1,25,14.8628436,0.594513744,1.5514122922799216,-0.1663389,-3.688021,3.6987187,0.2620117187499993,1.6129062359234863,0.06610281080209286,16,54,1392,-176.76804425985216,-175.2970149506674,-170.87746178672984,2.942058618369515,8.839106327875129,0.08630068048396204,0.0029484348604610655,0.0027653654766506084,Directional (+)
2R:14992138:14992421:tx_tx-GFP_embryonic_1,20,4.3167427,0.21583713499999999,1.2516820815510101,-0.4203346,-5.6673062,3.5367767,0.7510742187499998,1.2059630744145258,6.41697465310643e-09,13,94,849,-135.31151763540188,-135.2391592862034,-132.69254096754543,0.14471669839696233,5.093236637315954,0.703636283149973,0.02401932276808846,0.07287740247001001,Neutral model
X:9109171:9109635:tx_tx-GFP_embryonic_1,26,-1.2211471000000012,-0.046967196153846195,1.527303043517788,-0.25131760000000003,-8.4356852,4.2004492,0.7671874999999998,1.0712004931395793,0.44085541079664237,13,38,1362,-184.15161982485384,-184.05053384371573,-183.08996868572703,0.2021719622762248,1.9211303159773934,0.6529733829843136,0.16573210854503967,0.3458842355904745,Neutral model
3L:819609:819812:tx_tx-GFP_embryonic_1,24,5.7477214,0.23948839166666666,1.012542705704733,-0.3188577,-4.449373,4.9052019,1.320214843750001,2.4561650986457133,0.9229632321442507,14,44,603,-151.44134111587823,-151.24080798911916,-147.0319117784958,0.4010662535181382,8.417792421246702,0.5265391123521155,0.0037156667099413586,0.01216211681537668,Neutral model
2R:6923080:6923544:tx_tx-GFP_embryonic_1,23,2.7067527,0.1176849,0.3695544528778617,-0.05090265,-5.6689962,4.8779998,2.770214843750004,3.5177115534663823,2.573575108656399,18,47,1392,-161.66547268913473,-158.67402146750038,-157.61988384718123,5.982902443268699,2.1082752406383065,0.014445211079174186,0.14650435892968852,0.017499397242116122,Neutral model
3R:9033539:9034003:tx_tx-GFP_embryonic_1,20,-5.208868200000001,-0.26044341000000004,1.2889048488683545,-0.38930200000000004,-5.3650632,3.5881198,1.12412109375,1.178855313980717,1.001170775590845,11,30,1188,-138.7948462926035,-138.7688149207201,-138.70966344074537,0.05206274376678266,0.11830295994946027,0.8195120473855351,0.7308824046075002,0.9183443480777495,Neutral model
2L:3804603:3804935:tx_tx-GFP_embryonic_1,19,2.8204820999999995,0.14844642631578944,0.8038118815331609,-0.3027267,-4.0836789,3.4677704,1.2770507812500007,2.098490203670843,0.9241487096511004,13,44,996,-128.7767966770837,-128.6721566246009,-126.53751811377063,0.20928010496561456,4.269277021660514,0.6473322363259064,0.03880743868040051,0.10653533516088824,Neutral model
3L:350628:351092:tx_tx-GFP_embryonic_1,31,-8.571593100000001,-0.2765030032258065,1.969300883312302,-0.1058703,-5.0227287,4.8231564,0.6266601562499997,0.5428848991616623,0.728994368558733,14,34,1392,-217.76603043998153,-217.4009414512261,-217.29972023914974,0.7301779775108912,0.2024424241527072,0.3928255051396522,0.6527565726199325,0.6273126609535526,Neutral model
2L:12497611:12498075:tx_tx-GFP_embryonic_1,11,3.6178344000000004,0.3288940363636364,0.5870119141417895,-0.2304906,-6.1370352,6.2185176,2.057128906250002,3.8661206723778436,1.952005125847558,17,51,1371,-80.54484766770963,-79.87844843027536,-77.90162774680334,1.3327984748685537,3.9536413669440265,0.2483079757862915,0.046770058567451325,0.07113186144882933,Neutral model
X:1236481:1236945:tx_tx-GFP_embryonic_1,23,0.32820280000000013,0.014269686956521744,1.5252760894153377,-0.1760864,-4.1582756,5.5975989,0.6537109374999996,0.8531397275609571,0.2780379082156864,14,38,1365,-163.4342558887916,-163.2219138371065,-162.55591841732127,0.4246841033701685,1.3319908395704942,0.5146089733704523,0.24845135398005264,0.4154730736538883,Neutral model
3R:27938040:27938504:tx_tx-GFP_embryonic_1,44,2.306235800000001,0.05241445000000002,1.085519252325344,-0.1518257,-4.2539024,4.1344099,0.99970703125,1.1472011302223093,0.7586302615978637,10,30,1392,-310.9744044849577,-310.9744042469998,-310.3428612588858,4.759157263833913e-07,1.2630859762280124,0.9994495662498243,0.2610677647303127,0.5317705253239347,Neutral model
2L:9569901:9570112:tx_tx-GFP_embryonic_1,19,-0.5148443,-0.027097068421052632,0.6386865488887348,-0.351233,-9.3390826,3.7812936,2.420507812500003,3.1825196356179895,2.1126000657538957,18,45,633,-119.6392095857591,-117.68487961001225,-116.37942777303053,3.9086599514937177,2.610903673963435,0.04803788676547645,0.10613126849244184,0.03839677479118929,Neutral model
3L:11492432:11492896:tx_tx-GFP_embryonic_1,14,1.2932381999999998,0.09237415714285713,1.2612683531594595,-0.26419384999999995,-4.3614315,4.1045913,0.9458984374999999,1.301593052159126,0.561389787250254,11,31,1392,-101.32347494768112,-101.32029928073172,-100.57676234646767,0.006351333898805933,1.4870738685280855,0.9364796322684704,0.22267102123833485,0.4739219652030474,Neutral model
X:15622980:15623097:tx_tx-GFP_embryonic_1,13,-1.4227848,-0.10944498461538463,1.4923404442703658,-0.1973378,-2.7395699,3.7228244,0.000195312499999112,3.689315253136562e-07,0.009327821700381683,26,70,351,-74.98705329625716,-74.4040945109392,-74.40399756847205,1.1659175706359122,0.00019388493430483322,0.28024166041155535,0.9888904092799273,0.5581900809270519,Neutral model
2R:7395910:7396038:tx_tx-GFP_embryonic_1,14,9.1959759,0.6568554214285715,0.6584808192151773,0.01668765,-4.7833007,3.2271872,0.000195312499999112,2.291868001893376,3.672957122457516e-10,26,95,384,-84.42258376873116,-83.37024259133243,-78.70163975146386,2.104682354797461,9.337205679737139,0.14684883497946052,0.002245476575803834,0.003276616259547946,Directional (+)
2R:11222635:11222919:tx_tx-GFP_embryonic_1,9,4.1838564,0.4648729333333333,0.16904062826886002,-0.13276670000000002,-7.6579397,4.1448157,2.3598632812500036,11.19751557433948,4.204532951824358,18,66,852,-61.27546031896707,-60.41458974193225,-55.55952626440509,1.7217411540696475,9.710126955054307,0.189469074414966,0.0018325535427292823,0.0032930731746514,Directional (+)
3L:20399676:20399856:tx_tx-GFP_embryonic_1,7,-3.292579,-0.4703684285714286,0.5828582325224907,-0.5368379999999999,-4.1976787,7.4165755,2.3467773437500035,2.3776663764871464,2.9945677748531527,17,41,540,-42.259246783168,-41.61128799211588,-41.49855688133002,1.2959175821042521,0.2254622215717177,0.2549602728440111,0.6349091294750051,0.46734389435308044,Neutral model
3L:11353118:11353322:tx_tx-GFP_embryonic_1,16,-9.527248400000001,-0.5954530250000001,2.108812578521813,-0.3370134,-6.6885475,8.143865,0.9374023437499999,0.8373694288997287,1.0402485296567643,11,30,609,-102.58324623699109,-102.57829347357811,-102.51626179916833,0.009905526825946254,0.12406334881956127,0.9207202379293897,0.7246685733633317,0.9352097551235036,Neutral model
3R:7067111:7067435:tx_tx-GFP_embryonic_1,20,4.6619905,0.233099525,1.6386555048609293,-0.27259535,-4.683483,3.9721252,0.8474609374999997,1.6196250971404564,0.5595182525928586,13,49,960,-138.20378930639035,-138.15618684453852,-136.0949728750202,0.09520492370364764,4.1224279390366405,0.7576616149921085,0.04231830333754681,0.12138154483788668,Neutral model
2L:2585245:2585709:tx_tx-GFP_embryonic_1,48,-3.705443400000001,-0.07719673750000001,1.4408586193423911,-0.09672454999999999,-4.932972,4.7079448,0.9547851562499999,1.0092303606278619,0.9006760074431449,11,28,1392,-344.63359663655075,-344.62565908530536,-344.5695041545703,0.0158751024907815,0.11230986147006661,0.8997347438491976,0.7375295616302228,0.9379182549819408,Neutral model
2L:13176652:13177116:tx_tx-GFP_embryonic_1,30,17.3734726,0.5791157533333333,0.9377240493623464,-0.17086215,-6.7524657,4.9438044,1.062109375,2.624738311514523,0.760187592670162,10,46,1392,-215.17816559001778,-215.16981373295812,-208.48920318193694,0.01670371411933047,13.36122110204235,0.8971654915986926,0.00025688099385796085,0.0012445734626084733,Directional (+)
2L:1638838:1639023:tx_tx-GFP_embryonic_1,7,3.3770347,0.48243352857142857,2.4267597982882214,-0.4163759,-2.362536,3.3033522,0.000195312499999112,1.0659437802702083,3.184090422911595e-08,26,73,477,-42.708984117253955,-40.993447399083266,-39.97678146791871,3.4310734363413786,2.0333318623291063,0.06398050315853215,0.15388293112913307,0.06507579253804079,Neutral model
X:493805:494194:tx_tx-GFP_embryonic_1,20,-5.226610299999999,-0.26133051499999993,1.0444616450148803,-0.2981985,-4.3951739,4.7261691,1.3740234375000009,1.4664058633460177,1.2376774363131973,14,35,951,-134.4487827089258,-134.25317144361878,-134.15842468555047,0.3912225306140158,0.18949351613662202,0.5316574868636801,0.6633384942954939,0.7479957196812377,Neutral model
X:4666818:4667185:tx_tx-GFP_embryonic_1,22,5.826410899999999,0.26483685909090904,1.815849065556506,-0.09801655,-3.9650574,3.5035005,0.24208984374999934,0.6853042320953466,9.782727022847173e-07,16,65,1098,-154.62163840760127,-153.7705909853826,-152.9033211720343,1.7020948444373403,1.7345396266965736,0.1920142448771149,0.18783218204388136,0.17936772772909076,Neutral model
2L:7436723:7437187:tx_tx-GFP_embryonic_1,15,4.553190799999999,0.3035460533333333,1.1068405627851505,-0.165392,-4.0505943,4.4759549,1.2381835937500005,2.098623656739935,0.9688035534884878,13,41,1389,-107.30496019680862,-107.24034798652087,-105.73339589529607,0.12922442057549688,3.0139041824496076,0.7192375452880126,0.08255323327601473,0.20771999137826308,Neutral model
2L:1169895:1170359:tx_tx-GFP_embryonic_1,32,14.099767799999999,0.44061774374999996,2.2469232157492356,-0.1472172,-4.7536305,6.893611,0.3610351562499995,1.0961895028516149,0.14775434872415755,16,41,1392,-229.013442857788,-227.94729749658288,-225.43825941089898,2.1322907224102323,5.018076171367795,0.1442250789943419,0.025084023567161523,0.028010286902888523,Neutral model
3R:25473401:25473575:tx_tx-GFP_embryonic_1,8,4.0694324,0.50867905,3.387904832482605,-0.3391756,-5.527082,3.519284,9.765624999911191e-05,1.0723488280724092,2.1527218533244167e-09,28,70,522,-48.47944095535195,-46.114105346060164,-44.972448630766124,4.730671218583566,2.2833134305880805,0.029629320190687845,0.13077222843014719,0.02998697001252059,Neutral model
2L:16495174:16495638:tx_tx-GFP_embryonic_1,30,-6.8743944,-0.22914647999999999,0.815633893439426,-0.16692,-5.8187667,3.797211,1.5524414062500016,1.4775376715216604,1.7719115180610738,15,36,1329,-211.57436911560092,-210.93884785179029,-210.72206754446614,1.2710425276212618,0.433560614648286,0.2595711935204996,0.5102469610087345,0.4264323372683113,Neutral model
2L:867415:867617:tx_tx-GFP_embryonic_1,16,6.5011763,0.40632351875,1.3400347018096677,-0.16466399999999998,-4.1652341,4.6613063,0.9589843749999999,1.7332043443133918,0.5220168281904973,11,39,606,-100.78241969175335,-100.7806496375619,-98.88324542476418,0.003540108382907192,3.79480842559542,0.9525548133392174,0.051411756112734346,0.14969217397351028,Neutral model
X:11351409:11351669:tx_tx-GFP_embryonic_1,21,0.8852016999999992,0.042152461904761865,1.1722741791456741,-0.2704862,-4.9179301,5.3940355,1.1781250000000005,1.5869189529449166,0.7564879455669355,12,38,768,-137.01206251457265,-136.96801116886792,-135.66358239500124,0.08810269140946048,2.6088575477333507,0.7666031907475582,0.10626829476248568,0.2596345744233408,Neutral model
3R:12448986:12449354:tx_tx-GFP_embryonic_1,27,13.063576600000001,0.4838361703703704,0.6773431369080664,-0.3222389,-7.4653023,5.3465712,1.602734375000002,4.683172103206449,1.7024033277854869,15,54,1041,-187.20288603938363,-186.4875091483737,-176.86234737105266,1.430753782019849,19.25032355464208,0.23164146026079563,1.1465094610747977e-05,3.229692064556785e-05,Directional (+)
3L:7360253:7360717:tx_tx-GFP_embryonic_1,17,2.1937241000000007,0.1290425941176471,1.552992117346824,-0.3456256,-6.6169691,3.7384905,0.5525390624999997,1.1366405795584131,9.144734331753502e-07,15,66,1089,-117.49711784920322,-117.22707585147863,-115.29123825850024,0.5400839954491801,3.871675185956775,0.46239791810138486,0.0491074838810363,0.11015359260422958,Neutral model
3R:21218785:21219249:tx_tx-GFP_embryonic_1,36,-3.9852562999999988,-0.11070156388888885,0.9215723950673085,-0.238627,-5.9426987,5.0806879,1.6209960937500019,1.8290534227630548,1.4325448314449452,15,38,1389,-257.25367588726743,-256.3065585276092,-255.81158893374754,1.8942347193165006,0.9899391877232802,0.16872505953252986,0.31975723799732464,0.23643381705806094,Neutral model
3L:12002989:12003190:tx_tx-GFP_embryonic_1,27,-0.1424829999999997,-0.005277148148148137,1.473259945110887,-0.4321373,-4.0846719,3.79603,0.99892578125,1.4688018020363982,0.6848447644746096,10,36,603,-170.95024443679225,-170.95024188126223,-169.33779541422396,5.111060033868853e-06,3.2248929340765358,0.9981961717565504,0.07252653920801572,0.19939868374223563,Neutral model
